cik,ticker,bdc_name,form,accession,period_of_report,filed_date,period_end,level,label,for_company,covers_line_ids,industry,dimensions,amortized_cost_usd,fair_value_usd,pct_of_net_assets,source_table
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Quick Quack Car Wash Holdings, LLC and KKR Game Changer Co-Invest Feeder II L.P. (13)","Quick Quack Car Wash Holdings, LLC and KKR Game Changer Co-Invest Feeder II L.P. (13)","803,804,805",Consumer Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:QuickQuackCarWashHoldingsLLCAndKKRGameChangerCoInvestFeederIIL.P.Member""}",27700000.0,27700000.0,,45
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,Redwood Services LP (13),Redwood Services LP (13),"807,808",Consumer Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:RedwoodServicesLPMember""}",6600000.0,6600000.0,,46
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Saber Parent Holdings Corp. and MSHC, Inc. (13)","Saber Parent Holdings Corp. and MSHC, Inc. (13)","809,810,811",Consumer Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:SaberParentHoldingsCorp.AndMSHCInc.Member""}",26100000.0,25700000.0,,46
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"SGP Shaka HoldCo, LLC and SGP Shaka JV, LLC (13)","SGP Shaka HoldCo, LLC and SGP Shaka JV, LLC (13)","813,814,815",Consumer Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:SGPShakaHoldCoLLCAndSGPShakaJVLLCMember""}",13500000.0,13500000.0,,46
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (13)","Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (13)","816,817,818,819",Consumer Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:TaymaxGroupLPTaymaxGroupGPLLCPFSalemCanadaULCAndTCPFitParentLPMember""}",11800000.0,16100000.000000002,,46
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"The Arcticom Group, LLC and AMCP Mechanical Holdings, LP (13)","The Arcticom Group, LLC and AMCP Mechanical Holdings, LP (13)","820,821,822,823,824,825,826,827,828",Consumer Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:TheArcticomGroupLLCAndAMCPMechanicalHoldingsLPMember""}",40900000.0,42200000.0,,46
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"TopGolf International, LLC and TopGolf Topco, LLC (13)","TopGolf International, LLC and TopGolf Topco, LLC (13)","829,830,831",Consumer Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:TopGolfInternationalLLCAndTopGolfTopcoLLCMember""}",76100000.0,75500000.0,,47
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Triple JJJ Lube, Corp. and TCC Buyer Holdco, LLC (5)(13)","Triple JJJ Lube, Corp. and TCC Buyer Holdco, LLC (5)(13)","832,833",Consumer Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:TripleJJJLubeCorp.AndTCCBuyerHoldcoLLCMember""}",66400000.00000001,77500000.0,,47
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Triwizard Holdings, Inc. and Triwizard Parent, LP (13)","Triwizard Holdings, Inc. and Triwizard Parent, LP (13)","834,835,836,837,838",Consumer Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:TriwizardHoldingsInc.AndTriwizardParentLPMember""}",29100000.0,31700000.0,,47
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"TSWT Acquisition, Inc. and TSWT Holdings, LLC (13)","TSWT Acquisition, Inc. and TSWT Holdings, LLC (13)","839,840,841,842",Consumer Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:TSWTAcquisitionInc.AndTSWTHoldingsLLCMember""}",22000000.0,22200000.0,,47
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Vertex Service Partners, LLC and Vertex Service Partners Holdings, LLC (13)","Vertex Service Partners, LLC and Vertex Service Partners Holdings, LLC (13)","843,844,845,846",Consumer Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:VertexServicePartnersLLCAndVertexServicePartnersHoldingsLLCMember""}",19900000.0,17100000.0,,47
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"YE Brands Holdings, LLC (13)","YE Brands Holdings, LLC (13)","848,849",Consumer Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:YEBrandsHoldingsLLCMember""}",3700000.0,3700000.0,,47
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"ZBS Mechanical Group Co-Invest Fund 2, LLC and ZBS Mechanical Group Co-Invest II Fund 2, LLC","ZBS Mechanical Group Co-Invest Fund 2, LLC and ZBS Mechanical Group Co-Invest II Fund 2, LLC","850,851",Consumer Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ZBSMechanicalGroupCoInvestFund2LLCAndZBSMechanicalGroupCoInvestIIFund2LLCMember""}",1700000.0,9500000.0,,48
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,industry,Consumer Services,,,Consumer Services,"{""us-gaap:EquitySecuritiesByIndustryAxis"": ""arcc:ConsumerServicesMember""}",1973400000.0,1972100000.0,14.2,48
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,15484880 Canada Inc. and 15484910 Canada Inc. (13),15484880 Canada Inc. and 15484910 Canada Inc. (13),"852,853,854,855,856,857",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:A15484880CanadaInc.And15484910CanadaInc.Member""}",74500000.0,75100000.0,,48
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"AQ Sunshine, Inc. and BayPine Regal Co-Invest, LP (13)","AQ Sunshine, Inc. and BayPine Regal Co-Invest, LP (13)","858,859",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:AQSunshineInc.AndBayPineRegalCoInvestLPMember""}",145300000.0,143900000.0,,48
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Benecon Midco II LLC and Benecon Holdings, LLC (13)","Benecon Midco II LLC and Benecon Holdings, LLC (13)","862,863",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BeneconMidcoIILLCAndBeneconHoldingsLLCMember""}",45000000.0,53600000.0,,48
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Daylight Beta Parent LLC and CFCo, LLC (4)","Daylight Beta Parent LLC and CFCo, LLC (4)","864,865,866",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:DaylightBetaParentLLCAndCFCoLLCMember""}",12500000.0,600000.0,,48
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,Diamond Mezzanine 24 LLC,Diamond Mezzanine 24 LLC,"867,868",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:DiamondMezzanine24LLCMember""}",6500000.0,6500000.0,,48
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"DOXA Insurance Holdings LLC and Rocket Co-Invest, SLP (13)(14)","DOXA Insurance Holdings LLC and Rocket Co-Invest, SLP (13)(14)","869,870,871",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:DOXAInsuranceHoldingsLLCAndRocketCoInvestSLPMember""}",10600000.0,11100000.0,,48
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Foundation Risk Partners, Corp. (13)","Foundation Risk Partners, Corp. (13)","873,874,875,876",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:FoundationRiskPartnersCorpMember""}",101300000.0,101300000.0,,49
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,Galway Borrower LLC (13),Galway Borrower LLC (13),"877,878,879",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:GalwayBorrowerLLCMember""}",51300000.0,50700000.0,,49
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,Gestion ABS Bidco Inc. / ABS Bidco Holdings Inc. (13),Gestion ABS Bidco Inc. / ABS Bidco Holdings Inc. (13),"880,881",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:GestionABSBidcoInc.ABSBidcoHoldingsInc.Member""}",11300000.0,10900000.0,,49
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Higginbotham Insurance Agency, Inc., HIG Operations Holdings, Inc., and HIG Intermediate, Inc. (13)","Higginbotham Insurance Agency, Inc., HIG Operations Holdings, Inc., and HIG Intermediate, Inc. (13)","882,883,884,885",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:HigginbothamInsuranceAgencyInc.HIGOperationsHoldingsInc.AndHIGIntermediateInc.Member""}",17800000.0,17800000.0,,49
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"High Street Buyer, Inc. and High Street Holdco LLC (13)(14)","High Street Buyer, Inc. and High Street Holdco LLC (13)(14)","886,887,888,889,890,891,892,893,894,895",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:HighStreetBuyerInc.AndHighStreetHoldcoLLCMember""}",353900000.0,384300000.0,,49
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Inszone Mid, LLC and INSZ Holdings, LLC (13)","Inszone Mid, LLC and INSZ Holdings, LLC (13)","896,897,898,899,900",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:InszoneMidLLCAndINSZHoldingsLLCMember""}",122500000.0,133699999.99999999,,50
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Knight AcquireCo, LLC and Knight Holdings, LP (13)","Knight AcquireCo, LLC and Knight Holdings, LP (13)","902,903",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:KnightAcquireCoLLCAndKnightHoldingsLPMember""}",13900000.0,14100000.0,,50
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Koala Investment Holdings, Inc. (13)","Koala Investment Holdings, Inc. (13)","904,905",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:KoalaInvestmentHoldingsInc.Member""}",25400000.0,24800000.0,,50
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"OakBridge Insurance Agency LLC and Maple Acquisition Holdings, LP (13)","OakBridge Insurance Agency LLC and Maple Acquisition Holdings, LP (13)","906,907,908",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:OakBridgeInsuranceAgencyLLCAndMapleAcquisitionHoldingsLPMember""}",9700000.0,10600000.0,,50
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,People Corporation (13),People Corporation (13),"910,911,912,913,914",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:PeopleCorporationMember""}",136200000.0,128100000.0,,50
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"SageSure Holdings, LLC and SageSure LLC (13)","SageSure Holdings, LLC and SageSure LLC (13)","915,916,917",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:SageSureHoldingsLLCAndSageSureLLCMember""}",128199999.99999999,187300000.0,,50
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"SelectQuote, Inc. and SQ ABS Issuer, LLC","SelectQuote, Inc. and SQ ABS Issuer, LLC","918,919,920",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:SelectQuoteInc.AndSQABSIssuerLLCMember""}",3000000.0,3000000.0,,50
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"THG Acquisition, LLC (13)","THG Acquisition, LLC (13)","924,925",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:THGAcquisitionLLCMember""}",41000000.0,41000000.0,,51
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Truist Insurance Holdings, LLC and McGriff Insurance Services, LLC (13)","Truist Insurance Holdings, LLC and McGriff Insurance Services, LLC (13)","926,927",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:TruistInsuranceHoldingsLLCAndMcGriffInsuranceServicesLLCMember""}",200000.0,300000.0,,51
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,industry,Insurance,,,Insurance,"{""us-gaap:EquitySecuritiesByIndustryAxis"": ""us-gaap:InsuranceSectorMember""}",1483200000.0,1570500000.0,11.31,51
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"AeriTek Global US Acquisition Inc., AeriTek Global Holdings LLC, and Minus Forty QBD Corp. (13)","AeriTek Global US Acquisition Inc., AeriTek Global Holdings LLC, and Minus Forty QBD Corp. (13)","929,930,931,932",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:AeriTekGlobalUSAcquisitionInc.AeriTekGlobalHoldingsLLCAndMinusFortyQBDCorpMember""}",59600000.0,59600000.0,,51
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Airx Climate Solutions, Inc. (13)","Airx Climate Solutions, Inc. (13)","933,934,935",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:AirxClimateSolutionsInc.Member""}",22600000.0,22500000.0,,51
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Align Precision Group, LLC and Align Precision Topco, L.P. (4)(13)","Align Precision Group, LLC and Align Precision Topco, L.P. (4)(13)","936,937",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:AlignPrecisionGroupLLCAndAlignPrecisionTopcoL.P.Member""}",15600000.0,15700000.0,,51
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Allclear Commercial Inc., Allclear Military Inc., Allclear Space Inc., and Allclear Group LLC (13)","Allclear Commercial Inc., Allclear Military Inc., Allclear Space Inc., and Allclear Group LLC (13)","938,939,940,941,942,943",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:AllclearCommercialInc.AllclearMilitaryInc.AllclearSpaceInc.AndAllclearGroupLLCMember""}",3900000.0,4800000.0,,51
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Arrowhead Holdco Company and Arrowhead GS Holdings, Inc.","Arrowhead Holdco Company and Arrowhead GS Holdings, Inc.","944,945",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ArrowheadHoldcoCompanyAndArrowheadGSHoldingsIncMember""}",5200000.0,100000.0,,52
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Bells Parent, Inc. (13)","Bells Parent, Inc. (13)","947,948",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BellsParentInc.Member""}",54800000.0,54100000.0,,52
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"BGIF IV Fearless Utility Services, Inc. (13)","BGIF IV Fearless Utility Services, Inc. (13)","949,950",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BGIFIVFearlessUtilityServicesInc.Member""}",20100000.0,20100000.0,,52
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,Burgess Point Purchaser Corporation (13),Burgess Point Purchaser Corporation (13),"952,953",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BurgessPointPurchaserCorporationMember""}",52300000.0,49500000.0,,52
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"ELM DebtCo, LLC (13)","ELM DebtCo, LLC (13)","958,959",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ELMDebtCoLLCMember""}",5300000.0,5300000.0,,52
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,Endurance PT Technology Buyer Corporation and Endurance PT Technology Holdings LLC (13),Endurance PT Technology Buyer Corporation and Endurance PT Technology Holdings LLC (13),"960,961,962,963",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:EndurancePTTechnologyBuyerCorporationAndEndurancePTTechnologyHoldingsLLCMember""}",67000000.0,66900000.00000001,,53
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"ESCP PPG Holdings, LLC (4)","ESCP PPG Holdings, LLC (4)","964,965",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ESCPPPGHoldingsLLCMember""}",5800000.0,0.0,,53
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Generator US Buyer, Inc. and Total Power Limited (13)","Generator US Buyer, Inc. and Total Power Limited (13)","966,967",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:GeneratorUSBuyerInc.AndTotalPowerLimitedMember""}",900000.0,900000.0,,53
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Ground Penetrating Radar Systems, LLC and RC VI Buckeye Holdings LLC (13)","Ground Penetrating Radar Systems, LLC and RC VI Buckeye Holdings LLC (13)","968,969",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:GroundPenetratingRadarSystemsLLCAndRCVIBuckeyeHoldingsLLCMember""}",18000000.0,20700000.0,,53
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Horizon Avionics Buyer, LLC and Horizon CTS Buyer, LLC (13)","Horizon Avionics Buyer, LLC and Horizon CTS Buyer, LLC (13)","972,973,974",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:HorizonAvionicsBuyerLLCAndHorizonCTSBuyerLLCMember""}",26400000.0,26400000.0,,53
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"HPCC Parent, Inc. and Patriot Container Corp.","HPCC Parent, Inc. and Patriot Container Corp.","975,976,977",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:HPCCParentInc.AndPatriotContainerCorp.Member""}",96000000.0,95900000.0,,53
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)","Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)","978,979",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ImagingBusinessMachinesLLCAndScannerHoldingsCorporationMember""}",35100000.0,105000000.0,,53
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,LEG Purchaser Inc. (13),LEG Purchaser Inc. (13),"981,982",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:LEGPurchaserIncMember""}",22400000.0,23100000.0,,53
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Livewire Acquisition, Inc. and Livewire Co-Invest Holdings, LP (13)","Livewire Acquisition, Inc. and Livewire Co-Invest Holdings, LP (13)","983,984,985",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:LivewireAcquisitionInc.AndLivewireCoInvestHoldingsLPMember""}",11800000.0,12000000.0,,54
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"OPH NEP Investment, LLC (4)","OPH NEP Investment, LLC (4)","988,989,990",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:OPHNEPInvestmentLLCMember""}",38700000.0,40900000.0,,54
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Paris US Holdco, Inc. and Trimaster Manufacturing Inc. (13)","Paris US Holdco, Inc. and Trimaster Manufacturing Inc. (13)","992,993,994",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ParisUSHoldcoInc.AndTrimasterManufacturingInc.Member""}",24100000.0,24100000.0,,54
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Pave America Holding, LLC (13)","Pave America Holding, LLC (13)","995,996",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:PaveAmericaHoldingLLCMember""}",30200000.0,30200000.0,,54
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"PumpTech, LLC and Impel CV-B, LP (13)(14)","PumpTech, LLC and Impel CV-B, LP (13)(14)","998,999",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:PumpTechLLCAndImpelCVBLPMember""}",18600000.0,17500000.0,,55
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Radius Aerospace, Inc. and Radius Aerospace Europe Limited (13)","Radius Aerospace, Inc. and Radius Aerospace Europe Limited (13)","1000,1001,1002",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:RadiusAerospaceIncAndRadiusAerospaceEuropeLimitedMember""}",12200000.0,12300000.0,,55
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Radwell Parent, LLC (13)","Radwell Parent, LLC (13)","1003,1004,1005,1006",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:RadwellParentLLCMember""}",16399999.999999998,16399999.999999998,,55
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Sunk Rock Foundry Partners LP, Hatteras Electrical Manufacturing Holding Company and Sigma Electric Manufacturing Corporation (13)","Sunk Rock Foundry Partners LP, Hatteras Electrical Manufacturing Holding Company and Sigma Electric Manufacturing Corporation (13)","1007,1008,1009,1010",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:SunkRockFoundryPartnersLPHatterasElectricalManufacturingHoldingCompanyAndSigmaElectricManufacturingCorporationMember""}",22400000.0,22400000.0,,55
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Sunvair Aerospace Group, Inc. and GB Helios Holdings, L.P. (13)","Sunvair Aerospace Group, Inc. and GB Helios Holdings, L.P. (13)","1011,1012,1013,1014",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:SunvairAerospaceGroupInc.AndGBHeliosHoldingsL.P.Member""}",69100000.0,70200000.0,,55
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,industry,Capital Goods,,,Capital Goods,"{""us-gaap:EquitySecuritiesByIndustryAxis"": ""arcc:CapitalGoodsMember""}",1338700000.0,1437500000.0,10.35,56
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"Balrog Acquisition, Inc., Balrog Topco, Inc. and Balrog Parent, L.P.","Balrog Acquisition, Inc., Balrog Topco, Inc. and Balrog Parent, L.P.","1019,1020,1021,1022,1023",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BalrogAcquisitionInc.BalrogTopcoInc.AndBalrogParentL.P.Member""}",94300000.0,71600000.0,,56
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"BGI Purchaser, Inc. (13)","BGI Purchaser, Inc. (13)","1025,1026",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BGIPurchaserInc.Member""}",17000000.0,17000000.0,,56
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"BR PJK Produce, LLC","BR PJK Produce, LLC","1028,1029,1030",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BRPJKProduceLLCMember""}",5300000.0,5000000.0,,56
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,City Line Distributors LLC and City Line Investments LLC (13),City Line Distributors LLC and City Line Investments LLC (13),"1032,1033,1034",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:CityLineDistributorsLLCAndCityLineInvestmentsLLCMember""}",9800000.0,8400000.0,,56
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,issuer,"DecoPac, Inc. and KCAKE Holdings Inc. (13)","DecoPac, Inc. and KCAKE Holdings Inc. (13)","1035,1036",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:DecoPacIncAndKCAKEHoldingsIncMember""}",137000000.0,142200000.0,,56
